FName,LName,Team,OppTeam,GamePoints,GameAssists,GameRebounds,GmPointsFor,GmPointsAgainst,Year
Kyrie,Irving,Brooklyn Nets,Oklahoma City Thunder,15,1,11,91,51,2017,
Kyrie,Irving,Brooklyn Nets,Indiana Pacers,11,12,1,100,67,2011,
Kyrie,Irving,Brooklyn Nets,Atlanta Hawks,0,3,9,58,65,2018,
Kyrie,Irving,Brooklyn Nets,New York Knicks,5,6,4,81,88,2015,
Kyrie,Irving,Brooklyn Nets,Sacramento Kings,0,8,11,63,70,2018,
Kyrie,Irving,Brooklyn Nets,Atlanta Hawks,19,1,10,107,107,2010,
Kyrie,Irving,Brooklyn Nets,Cleveland Cavaliers,16,7,0,56,83,2006,
Kyrie,Irving,Brooklyn Nets,Phoenix Suns,14,7,3,79,62,2008,
Kyrie,Irving,Brooklyn Nets,Atlanta Hawks,16,11,7,73,94,2015,
Kyrie,Irving,Brooklyn Nets,Dallas Mavericks,0,5,11,89,80,2004,
Kyrie,Irving,Brooklyn Nets,Detroit Pistons,8,0,7,97,76,2016,
Kyrie,Irving,Brooklyn Nets,Cleveland Cavaliers,6,10,14,67,74,2001,
Kyrie,Irving,Brooklyn Nets,Los Angeles Lakers,18,5,6,71,66,2000,
Kyrie,Irving,Brooklyn Nets,Portland Trail Blazers,8,2,13,86,103,2004,
Kyrie,Irving,Brooklyn Nets,Cleveland Cavaliers,12,1,4,84,101,2017,
Kyrie,Irving,Brooklyn Nets,Orlando Magic,11,8,1,72,102,2004,
Kyrie,Irving,Brooklyn Nets,Oklahoma City Thunder,18,3,1,50,95,2002,
Kyrie,Irving,Brooklyn Nets,Houston Rockets,2,8,11,52,80,2007,
Kyrie,Irving,Brooklyn Nets,Detroit Pistons,16,7,14,83,97,2004,
Kyrie,Irving,Brooklyn Nets,New York Knicks,4,10,14,84,88,2015,
Kyrie,Irving,Brooklyn Nets,Washington Wizards,8,9,13,78,96,2005,
Kyrie,Irving,Brooklyn Nets,Philadelphia 76ers,11,13,6,109,50,2003,
Kyrie,Irving,Brooklyn Nets,New York Knicks,2,7,10,71,91,2002,
Kyrie,Irving,Brooklyn Nets,Philadelphia 76ers,7,6,8,107,72,2018,
Kyrie,Irving,Brooklyn Nets,Philadelphia 76ers,15,1,7,53,55,2015,
Kyrie,Irving,Brooklyn Nets,Houston Rockets,2,4,1,101,101,2016,
Kyrie,Irving,Brooklyn Nets,Detroit Pistons,19,4,7,64,79,2004,
Kyrie,Irving,Brooklyn Nets,Los Angeles Lakers,6,9,7,107,90,2010,
Kyrie,Irving,Brooklyn Nets,Orlando Magic,3,9,1,77,62,2010,
Kyrie,Irving,Brooklyn Nets,New York Knicks,12,3,12,57,74,2007,
Kyrie,Irving,Brooklyn Nets,San Antonio Spurs,19,11,7,99,94,2017,
Kyrie,Irving,Brooklyn Nets,Detroit Pistons,14,6,9,100,76,2006,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,17,11,10,107,109,2015,
Kyrie,Irving,Brooklyn Nets,Toronto Raptors,13,13,5,51,94,2000,
Kyrie,Irving,Brooklyn Nets,Atlanta Hawks,18,11,0,58,88,2003,
Kyrie,Irving,Brooklyn Nets,Los Angeles Lakers,15,11,1,60,105,2010,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,17,1,13,71,77,2011,
Kyrie,Irving,Brooklyn Nets,New Orleans Hornets,2,12,5,97,60,2008,
Kyrie,Irving,Brooklyn Nets,Memphis Grizzlies,3,5,3,57,94,2001,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,17,11,13,95,90,2015,
Kyrie,Irving,Brooklyn Nets,Phoenix Suns,18,8,12,55,56,2009,
Kyrie,Irving,Brooklyn Nets,Miami Heat,16,10,13,82,57,2015,
Kyrie,Irving,Brooklyn Nets,Atlanta Hawks,17,11,14,72,60,2009,
Kyrie,Irving,Brooklyn Nets,Minnesota Timberwolves,13,8,10,86,84,2007,
Kyrie,Irving,Brooklyn Nets,Portland Trail Blazers,17,11,1,89,77,2001,
Kyrie,Irving,Brooklyn Nets,Boston Celtics,15,0,5,98,59,2017,
Kyrie,Irving,Brooklyn Nets,Houston Rockets,8,6,2,75,50,2015,
Kyrie,Irving,Brooklyn Nets,Dallas Mavericks,19,14,10,67,94,2010,
Kyrie,Irving,Brooklyn Nets,New Orleans Hornets,9,4,9,66,66,2001,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,4,11,7,71,96,2014,
Kyrie,Irving,Brooklyn Nets,Portland Trail Blazers,1,11,5,85,67,2012,
Kyrie,Irving,Brooklyn Nets,Atlanta Hawks,8,10,9,95,83,2015,
Kyrie,Irving,Brooklyn Nets,Sacramento Kings,12,14,8,65,78,2006,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,2,12,10,51,78,2012,
Kyrie,Irving,Brooklyn Nets,Los Angeles Lakers,9,3,10,53,50,2013,
Kyrie,Irving,Brooklyn Nets,Atlanta Hawks,4,2,6,96,74,2014,
Kyrie,Irving,Brooklyn Nets,Portland Trail Blazers,3,6,13,89,107,2010,
Kyrie,Irving,Brooklyn Nets,New York Knicks,8,3,5,97,74,2014,
Kyrie,Irving,Brooklyn Nets,Cleveland Cavaliers,3,9,13,103,96,2008,
Kyrie,Irving,Brooklyn Nets,Detroit Pistons,10,3,10,51,53,2006,
Kyrie,Irving,Brooklyn Nets,New York Knicks,4,13,7,79,91,2015,
Kyrie,Irving,Brooklyn Nets,Cleveland Cavaliers,8,14,7,83,71,2001,
Kyrie,Irving,Brooklyn Nets,Portland Trail Blazers,19,2,3,51,61,2011,
Kyrie,Irving,Brooklyn Nets,New Orleans Hornets,8,14,9,89,88,2018,
Kyrie,Irving,Brooklyn Nets,Sacramento Kings,8,11,10,72,55,2018,
Kyrie,Irving,Brooklyn Nets,Denver Nuggets,17,4,3,56,61,2013,
Kyrie,Irving,Brooklyn Nets,Memphis Grizzlies,9,4,12,84,109,2002,
Kyrie,Irving,Brooklyn Nets,Los Angeles Lakers,5,0,10,105,83,2009,
Kyrie,Irving,Brooklyn Nets,Denver Nuggets,14,8,4,71,60,2001,
Kyrie,Irving,Brooklyn Nets,Oklahoma City Thunder,7,12,5,55,95,2004,
Kyrie,Irving,Brooklyn Nets,New York Knicks,4,6,14,57,93,2012,
Kyrie,Irving,Brooklyn Nets,Indiana Pacers,13,4,6,108,56,2014,
Kyrie,Irving,Brooklyn Nets,Indiana Pacers,9,6,3,100,90,2006,
Kyrie,Irving,Brooklyn Nets,Milwaukee Bucks,0,5,2,86,62,2018,
Kyrie,Irving,Brooklyn Nets,Philadelphia 76ers,13,7,6,76,103,2018,
Kyrie,Irving,Brooklyn Nets,New Orleans Hornets,4,9,14,63,58,2004,
Kyrie,Irving,Brooklyn Nets,Indiana Pacers,6,7,10,72,109,2018,
Kyrie,Irving,Brooklyn Nets,Dallas Mavericks,3,5,2,76,56,2009,
Kyrie,Irving,Brooklyn Nets,Indiana Pacers,2,3,9,93,72,2001,
Kyrie,Irving,Brooklyn Nets,Sacramento Kings,7,12,14,98,63,2004,
Kyrie,Irving,Brooklyn Nets,Milwaukee Bucks,0,1,8,74,105,2012,
Kyrie,Irving,Brooklyn Nets,Charlotte Bobcats,16,2,12,75,68,2018,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,16,12,4,54,66,2009,
Kyrie,Irving,Brooklyn Nets,Houston Rockets,19,8,5,106,70,2005,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,11,4,8,51,109,2018,
Kyrie,Irving,Brooklyn Nets,San Antonio Spurs,9,0,12,74,73,2016,
Kyrie,Irving,Brooklyn Nets,Philadelphia 76ers,7,6,9,54,91,2009,
Kyrie,Irving,Brooklyn Nets,Sacramento Kings,6,6,1,79,82,2000,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,0,13,1,79,72,2013,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,14,2,7,78,96,2003,
Kyrie,Irving,Brooklyn Nets,Milwaukee Bucks,4,7,6,62,91,2001,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,3,3,10,101,106,2016,
Kyrie,Irving,Brooklyn Nets,Sacramento Kings,9,7,8,108,88,2009,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,10,8,11,76,93,2008,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,5,5,5,67,107,2003,
Kyrie,Irving,Brooklyn Nets,Washington Wizards,19,4,9,106,97,2011,
Kyrie,Irving,Brooklyn Nets,New York Knicks,11,4,11,91,68,2004,
Kyrie,Irving,Brooklyn Nets,Oklahoma City Thunder,17,11,11,63,54,2013,
Kyrie,Irving,Brooklyn Nets,Sacramento Kings,19,2,2,107,59,2006,
Kyrie,Irving,Brooklyn Nets,New York Knicks,11,5,11,55,105,2016,
Kyrie,Irving,Brooklyn Nets,Detroit Pistons,9,5,6,95,102,2018,
Kyrie,Irving,Brooklyn Nets,Indiana Pacers,5,13,14,96,98,2018,
Kyrie,Irving,Brooklyn Nets,Cleveland Cavaliers,14,11,2,77,58,2003,
Kyrie,Irving,Brooklyn Nets,Washington Wizards,12,2,5,52,78,2018,
Kyrie,Irving,Brooklyn Nets,San Antonio Spurs,8,5,1,100,62,2017,
Kyrie,Irving,Brooklyn Nets,San Antonio Spurs,9,5,3,97,99,2002,
Kyrie,Irving,Brooklyn Nets,New Orleans Hornets,9,14,7,92,51,2007,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,12,6,13,63,55,2007,
Kyrie,Irving,Brooklyn Nets,Orlando Magic,2,9,8,56,58,2009,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,10,3,6,92,61,2000,
Kyrie,Irving,Brooklyn Nets,Indiana Pacers,3,8,4,74,51,2010,
Kyrie,Irving,Brooklyn Nets,Charlotte Bobcats,1,4,6,60,68,2012,
Kyrie,Irving,Brooklyn Nets,Orlando Magic,18,6,7,73,93,2018,
Kyrie,Irving,Brooklyn Nets,Detroit Pistons,8,7,0,108,71,2011,
Kyrie,Irving,Brooklyn Nets,Dallas Mavericks,15,11,2,71,65,2002,
Kyrie,Irving,Brooklyn Nets,Charlotte Bobcats,4,7,7,58,83,2001,
Kyrie,Irving,Brooklyn Nets,Detroit Pistons,9,12,9,104,95,2007,
Kyrie,Irving,Brooklyn Nets,Utah Jazz,1,13,4,106,100,2003,
Kyrie,Irving,Brooklyn Nets,Milwaukee Bucks,11,14,9,58,54,2003,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,10,3,0,82,107,2003,
Kyrie,Irving,Brooklyn Nets,New Orleans Hornets,8,9,13,60,77,2005,
Kyrie,Irving,Brooklyn Nets,Golden State Warriors,2,7,9,54,101,2004,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,5,10,1,52,85,2011,
Kyrie,Irving,Brooklyn Nets,Sacramento Kings,9,0,1,86,67,2007,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,2,9,13,84,100,2005,
Kyrie,Irving,Brooklyn Nets,Detroit Pistons,6,2,14,95,66,2008,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,13,7,4,63,81,2018,
Kyrie,Irving,Brooklyn Nets,Washington Wizards,14,13,3,60,72,2005,
Kyrie,Irving,Brooklyn Nets,Phoenix Suns,0,3,14,79,94,2015,
Kyrie,Irving,Brooklyn Nets,Phoenix Suns,16,12,9,88,62,2014,
Kyrie,Irving,Brooklyn Nets,San Antonio Spurs,17,0,11,86,61,2008,
Kyrie,Irving,Brooklyn Nets,Detroit Pistons,14,0,4,71,106,2004,
Kyrie,Irving,Brooklyn Nets,Detroit Pistons,7,2,8,90,64,2003,
Kyrie,Irving,Brooklyn Nets,Portland Trail Blazers,4,14,13,55,79,2013,
Kyrie,Irving,Brooklyn Nets,New Orleans Hornets,10,4,10,109,92,2012,
Kyrie,Irving,Brooklyn Nets,Philadelphia 76ers,12,5,13,92,107,2004,
Kyrie,Irving,Brooklyn Nets,Phoenix Suns,1,14,8,50,108,2000,
Kyrie,Irving,Brooklyn Nets,Portland Trail Blazers,16,2,9,70,72,2017,
Kyrie,Irving,Brooklyn Nets,Miami Heat,4,8,9,50,57,2000,
Kyrie,Irving,Brooklyn Nets,Golden State Warriors,4,3,12,97,65,2006,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,13,3,11,105,90,2007,
Kyrie,Irving,Brooklyn Nets,Washington Wizards,18,9,13,105,65,2013,
Kyrie,Irving,Brooklyn Nets,Los Angeles Lakers,3,13,13,86,104,2011,
Kyrie,Irving,Brooklyn Nets,New Orleans Hornets,12,11,9,93,55,2009,
Kyrie,Irving,Brooklyn Nets,Golden State Warriors,16,11,4,55,108,2010,
Kyrie,Irving,Brooklyn Nets,Minnesota Timberwolves,14,5,0,86,64,2007,
Kyrie,Irving,Brooklyn Nets,Charlotte Bobcats,16,9,5,104,60,2006,
Kyrie,Irving,Brooklyn Nets,Cleveland Cavaliers,1,4,12,51,88,2011,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,5,2,3,74,73,2016,
Kyrie,Irving,Brooklyn Nets,Houston Rockets,15,3,4,53,69,2009,
Kyrie,Irving,Brooklyn Nets,Oklahoma City Thunder,15,8,7,81,80,2010,
Kyrie,Irving,Brooklyn Nets,Milwaukee Bucks,12,4,14,100,104,2004,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,4,6,9,106,58,2003,
Kyrie,Irving,Brooklyn Nets,Washington Wizards,6,9,11,107,88,2011,
Kyrie,Irving,Brooklyn Nets,Cleveland Cavaliers,17,3,6,90,63,2009,
Kyrie,Irving,Brooklyn Nets,New York Knicks,4,6,3,77,54,2014,
Kyrie,Irving,Brooklyn Nets,New Orleans Hornets,9,2,1,92,69,2006,
Kyrie,Irving,Brooklyn Nets,Milwaukee Bucks,8,10,13,50,93,2011,
Kyrie,Irving,Brooklyn Nets,Oklahoma City Thunder,12,12,13,71,66,2000,
Kyrie,Irving,Brooklyn Nets,Los Angeles Lakers,19,4,8,72,71,2011,
Kyrie,Irving,Brooklyn Nets,Charlotte Bobcats,10,2,7,59,85,2010,
Kyrie,Irving,Brooklyn Nets,Phoenix Suns,4,9,0,89,100,2018,
Kyrie,Irving,Brooklyn Nets,Boston Celtics,10,7,6,90,74,2010,
Kyrie,Irving,Brooklyn Nets,Houston Rockets,2,10,4,70,83,2002,
Kyrie,Irving,Brooklyn Nets,Sacramento Kings,15,4,5,67,67,2016,
Kyrie,Irving,Brooklyn Nets,Los Angeles Lakers,6,7,4,86,71,2013,
Kyrie,Irving,Brooklyn Nets,Minnesota Timberwolves,7,10,5,67,87,2007,
Kyrie,Irving,Brooklyn Nets,Charlotte Bobcats,5,7,12,88,84,2017,
Kyrie,Irving,Brooklyn Nets,Atlanta Hawks,15,14,0,83,89,2008,
Kyrie,Irving,Brooklyn Nets,Denver Nuggets,19,3,7,86,68,2015,
Kyrie,Irving,Brooklyn Nets,Oklahoma City Thunder,0,9,4,78,53,2007,
Kyrie,Irving,Brooklyn Nets,Philadelphia 76ers,3,11,7,77,58,2006,
Kyrie,Irving,Brooklyn Nets,Charlotte Bobcats,0,11,13,62,57,2007,
Kyrie,Irving,Brooklyn Nets,Washington Wizards,19,14,13,100,77,2008,
Kyrie,Irving,Brooklyn Nets,Portland Trail Blazers,16,2,7,62,95,2016,
Kyrie,Irving,Brooklyn Nets,New York Knicks,18,8,8,90,80,2014,
Kyrie,Irving,Brooklyn Nets,Phoenix Suns,16,3,7,70,99,2002,
Kyrie,Irving,Brooklyn Nets,Oklahoma City Thunder,15,6,6,92,109,2009,
Kyrie,Irving,Brooklyn Nets,Cleveland Cavaliers,5,2,14,68,53,2001,
Kyrie,Irving,Brooklyn Nets,Orlando Magic,19,5,0,99,90,2007,
Kyrie,Irving,Brooklyn Nets,San Antonio Spurs,4,4,2,108,77,2000,
Kyrie,Irving,Brooklyn Nets,Milwaukee Bucks,11,3,12,95,104,2011,
Kyrie,Irving,Brooklyn Nets,Miami Heat,17,11,12,60,77,2011,
Kyrie,Irving,Brooklyn Nets,Denver Nuggets,16,14,0,100,81,2009,
Kyrie,Irving,Brooklyn Nets,Washington Wizards,16,3,3,80,95,2002,
Kyrie,Irving,Brooklyn Nets,Miami Heat,17,12,5,92,87,2010,
Kyrie,Irving,Brooklyn Nets,Boston Celtics,14,14,11,86,108,2013,
Kyrie,Irving,Brooklyn Nets,Milwaukee Bucks,10,12,1,54,108,2004,
Kyrie,Irving,Brooklyn Nets,New Orleans Hornets,0,7,6,62,85,2011,
Kyrie,Irving,Brooklyn Nets,Orlando Magic,4,3,10,72,61,2003,
Kyrie,Irving,Brooklyn Nets,Atlanta Hawks,18,5,3,66,59,2005,
Kyrie,Irving,Brooklyn Nets,Toronto Raptors,8,3,11,108,71,2018,
Kyrie,Irving,Brooklyn Nets,Indiana Pacers,19,13,12,66,63,2003,
Kyrie,Irving,Brooklyn Nets,Toronto Raptors,11,9,8,92,96,2000,
Kyrie,Irving,Brooklyn Nets,Sacramento Kings,0,14,1,90,50,2003,
Kyrie,Irving,Brooklyn Nets,New Orleans Hornets,6,12,12,58,55,2007,
Kyrie,Irving,Brooklyn Nets,Dallas Mavericks,11,13,8,64,88,2017,
Kyrie,Irving,Brooklyn Nets,Oklahoma City Thunder,14,5,12,94,87,2012,
Kyrie,Irving,Brooklyn Nets,Detroit Pistons,1,12,7,106,62,2005,
Kyrie,Irving,Brooklyn Nets,Golden State Warriors,16,5,14,82,72,2002,
Kyrie,Irving,Brooklyn Nets,Oklahoma City Thunder,9,1,5,55,53,2000,
Kyrie,Irving,Brooklyn Nets,Los Angeles Lakers,2,2,7,82,77,2006,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,14,0,1,95,96,2001,
Kyrie,Irving,Brooklyn Nets,Houston Rockets,7,14,2,89,86,2007,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,19,13,3,99,73,2014,
Kyrie,Irving,Brooklyn Nets,New Orleans Hornets,14,4,13,69,56,2008,
Kyrie,Irving,Brooklyn Nets,Sacramento Kings,15,4,2,98,107,2010,
Kyrie,Irving,Brooklyn Nets,Philadelphia 76ers,6,10,3,72,103,2001,
Kyrie,Irving,Brooklyn Nets,Washington Wizards,14,4,3,59,51,2003,
Kyrie,Irving,Brooklyn Nets,Phoenix Suns,9,10,12,93,97,2016,
Kyrie,Irving,Brooklyn Nets,Washington Wizards,13,9,0,71,97,2013,
Kyrie,Irving,Brooklyn Nets,Indiana Pacers,1,1,12,97,105,2017,
Kyrie,Irving,Brooklyn Nets,Los Angeles Lakers,17,0,12,95,66,2004,
Kyrie,Irving,Brooklyn Nets,Charlotte Bobcats,6,0,3,100,80,2003,
Kyrie,Irving,Brooklyn Nets,Memphis Grizzlies,6,11,2,102,88,2004,
Kyrie,Irving,Brooklyn Nets,Oklahoma City Thunder,11,14,3,74,55,2011,
Kyrie,Irving,Brooklyn Nets,Utah Jazz,1,12,2,83,77,2007,
Kyrie,Irving,Brooklyn Nets,Los Angeles Lakers,15,0,7,91,59,2012,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,13,13,2,64,101,2010,
Kyrie,Irving,Brooklyn Nets,Utah Jazz,18,9,4,97,51,2013,
Kyrie,Irving,Brooklyn Nets,Cleveland Cavaliers,2,6,0,102,93,2013,
Kyrie,Irving,Brooklyn Nets,Toronto Raptors,16,13,3,62,68,2018,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,13,1,7,90,97,2003,
Kyrie,Irving,Brooklyn Nets,Los Angeles Lakers,19,6,3,104,80,2013,
Kyrie,Irving,Brooklyn Nets,Charlotte Bobcats,13,12,1,105,65,2008,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,13,9,9,71,55,2013,
Kyrie,Irving,Brooklyn Nets,San Antonio Spurs,6,0,14,108,97,2011,
Kyrie,Irving,Brooklyn Nets,Golden State Warriors,6,7,2,90,93,2009,
Kyrie,Irving,Brooklyn Nets,Cleveland Cavaliers,15,12,6,80,60,2000,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,18,5,4,74,95,2014,
Kyrie,Irving,Brooklyn Nets,Oklahoma City Thunder,13,4,12,69,53,2017,
Kyrie,Irving,Brooklyn Nets,Denver Nuggets,11,0,0,81,69,2003,
Kyrie,Irving,Brooklyn Nets,Utah Jazz,12,5,10,102,89,2000,
Kyrie,Irving,Brooklyn Nets,Minnesota Timberwolves,2,2,11,101,80,2005,
Kyrie,Irving,Brooklyn Nets,Phoenix Suns,13,0,6,88,80,2016,
Kyrie,Irving,Brooklyn Nets,Charlotte Bobcats,19,11,6,74,90,2014,
Kyrie,Irving,Brooklyn Nets,Toronto Raptors,3,9,12,67,79,2002,
Kyrie,Irving,Brooklyn Nets,Minnesota Timberwolves,9,13,5,55,91,2012,
Kyrie,Irving,Brooklyn Nets,Portland Trail Blazers,2,12,9,60,57,2002,
Kyrie,Irving,Brooklyn Nets,Indiana Pacers,19,11,8,74,53,2006,
Kyrie,Irving,Brooklyn Nets,Detroit Pistons,16,7,2,70,84,2008,
Kyrie,Irving,Brooklyn Nets,Denver Nuggets,8,5,8,101,77,2003,
Kyrie,Irving,Brooklyn Nets,Atlanta Hawks,12,12,10,78,52,2017,
Kyrie,Irving,Brooklyn Nets,Indiana Pacers,4,3,0,83,108,2003,
Kyrie,Irving,Brooklyn Nets,Phoenix Suns,15,11,10,75,105,2000,
Kyrie,Irving,Brooklyn Nets,Denver Nuggets,16,0,5,61,73,2004,
Kyrie,Irving,Brooklyn Nets,Philadelphia 76ers,10,12,9,72,92,2011,
Kyrie,Irving,Brooklyn Nets,Phoenix Suns,14,9,6,70,90,2006,
Kyrie,Irving,Brooklyn Nets,New York Knicks,13,8,1,106,73,2006,
Kyrie,Irving,Brooklyn Nets,Minnesota Timberwolves,14,2,12,70,74,2003,
Kyrie,Irving,Brooklyn Nets,Cleveland Cavaliers,2,7,8,59,64,2010,
Kyrie,Irving,Brooklyn Nets,Milwaukee Bucks,13,5,12,67,78,2009,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,7,7,0,80,93,2009,
Kyrie,Irving,Brooklyn Nets,Utah Jazz,3,11,4,103,71,2006,
Kyrie,Irving,Brooklyn Nets,Charlotte Bobcats,19,4,1,88,84,2013,
Kyrie,Irving,Brooklyn Nets,Philadelphia 76ers,11,0,6,88,93,2001,
Kyrie,Irving,Brooklyn Nets,Houston Rockets,6,12,7,105,98,2012,
Kyrie,Irving,Brooklyn Nets,Indiana Pacers,13,3,12,102,77,2009,
Kyrie,Irving,Brooklyn Nets,Indiana Pacers,2,11,2,88,54,2014,
Kyrie,Irving,Brooklyn Nets,Chicago Bulls,11,5,2,105,86,2015,
Kyrie,Irving,Brooklyn Nets,Atlanta Hawks,0,13,6,91,60,2006,
Kyrie,Irving,Brooklyn Nets,Phoenix Suns,4,10,7,67,76,2000,
Kyrie,Irving,Brooklyn Nets,Los Angeles Lakers,4,8,12,89,88,2003,
Kyrie,Irving,Brooklyn Nets,Los Angeles Clippers,15,2,8,75,58,2013,
Kyrie,Irving,Brooklyn Nets,Utah Jazz,19,9,7,96,102,2010,
Kyrie,Irving,Brooklyn Nets,Houston Rockets,0,10,13,99,52,2008,
Kyrie,Irving,Brooklyn Nets,Portland Trail Blazers,19,7,2,97,88,2007,
Kyrie,Irving,Brooklyn Nets,Dallas Mavericks,13,9,9,51,106,2005,
Kyrie,Irving,Brooklyn Nets,Miami Heat,1,10,2,99,50,2010,
LeBron,James,Cleveland Cavaliers,Brooklyn Nets,11,13,14,108,67,2003,
LeBron,James,Cleveland Cavaliers,Dallas Mavericks,9,6,6,82,82,2006,
LeBron,James,Cleveland Cavaliers,Miami Heat,8,1,10,66,83,2005,
LeBron,James,Cleveland Cavaliers,Detroit Pistons,12,7,8,72,63,2009,
LeBron,James,Cleveland Cavaliers,Brooklyn Nets,17,10,8,69,96,2012,
LeBron,James,Cleveland Cavaliers,Portland Trail Blazers,4,9,1,108,94,2001,
LeBron,James,Cleveland Cavaliers,Minnesota Timberwolves,14,6,0,52,51,2015,
LeBron,James,Cleveland Cavaliers,Philadelphia 76ers,3,13,9,82,70,2018,
LeBron,James,Cleveland Cavaliers,Portland Trail Blazers,18,0,14,101,91,2016,
LeBron,James,Cleveland Cavaliers,Houston Rockets,13,10,1,57,60,2008,
LeBron,James,Cleveland Cavaliers,Utah Jazz,2,3,14,59,93,2014,
LeBron,James,Cleveland Cavaliers,Boston Celtics,1,7,1,80,68,2012,
LeBron,James,Cleveland Cavaliers,Oklahoma City Thunder,14,12,12,63,64,2000,
LeBron,James,Cleveland Cavaliers,Miami Heat,5,2,2,105,71,2003,
LeBron,James,Cleveland Cavaliers,Dallas Mavericks,1,4,4,72,56,2015,
LeBron,James,Cleveland Cavaliers,Houston Rockets,0,3,10,102,68,2006,
LeBron,James,Cleveland Cavaliers,Miami Heat,14,13,2,52,76,2005,
LeBron,James,Cleveland Cavaliers,Indiana Pacers,6,9,14,73,54,2013,
LeBron,James,Cleveland Cavaliers,Minnesota Timberwolves,9,7,10,83,57,2007,
LeBron,James,Cleveland Cavaliers,New York Knicks,9,2,13,105,75,2011,
LeBron,James,Cleveland Cavaliers,Sacramento Kings,19,8,1,57,51,2007,
LeBron,James,Cleveland Cavaliers,Sacramento Kings,6,3,14,60,103,2008,
LeBron,James,Cleveland Cavaliers,Phoenix Suns,19,7,4,101,54,2002,
LeBron,James,Cleveland Cavaliers,Denver Nuggets,13,14,4,90,84,2004,
LeBron,James,Cleveland Cavaliers,Golden State Warriors,7,6,6,57,90,2002,
LeBron,James,Cleveland Cavaliers,Dallas Mavericks,9,8,1,100,83,2006,
LeBron,James,Cleveland Cavaliers,Brooklyn Nets,5,14,4,71,77,2017,
LeBron,James,Cleveland Cavaliers,Washington Wizards,2,12,6,59,88,2000,
LeBron,James,Cleveland Cavaliers,Los Angeles Lakers,9,2,5,88,58,2006,
LeBron,James,Cleveland Cavaliers,Utah Jazz,17,7,8,82,61,2008,
LeBron,James,Cleveland Cavaliers,Washington Wizards,6,2,9,80,52,2003,
LeBron,James,Cleveland Cavaliers,Detroit Pistons,15,5,4,66,59,2005,
LeBron,James,Cleveland Cavaliers,Memphis Grizzlies,17,8,6,51,80,2016,
LeBron,James,Cleveland Cavaliers,Denver Nuggets,10,4,1,60,71,2014,
LeBron,James,Cleveland Cavaliers,Portland Trail Blazers,18,12,5,100,104,2013,
LeBron,James,Cleveland Cavaliers,Houston Rockets,9,7,11,80,99,2000,
LeBron,James,Cleveland Cavaliers,Washington Wizards,8,14,0,73,65,2014,
LeBron,James,Cleveland Cavaliers,Portland Trail Blazers,14,8,14,51,102,2005,
LeBron,James,Cleveland Cavaliers,New York Knicks,14,9,2,54,99,2014,
LeBron,James,Cleveland Cavaliers,Milwaukee Bucks,5,10,11,90,98,2017,
LeBron,James,Cleveland Cavaliers,Indiana Pacers,3,4,10,87,53,2001,
LeBron,James,Cleveland Cavaliers,Detroit Pistons,0,6,8,86,95,2017,
LeBron,James,Cleveland Cavaliers,Portland Trail Blazers,3,0,11,80,83,2003,
LeBron,James,Cleveland Cavaliers,Charlotte Bobcats,12,9,7,71,56,2015,
LeBron,James,Cleveland Cavaliers,New York Knicks,12,14,14,85,90,2002,
LeBron,James,Cleveland Cavaliers,Orlando Magic,11,11,10,75,106,2016,
LeBron,James,Cleveland Cavaliers,Denver Nuggets,2,2,6,92,56,2003,
LeBron,James,Cleveland Cavaliers,Sacramento Kings,7,4,14,104,69,2012,
LeBron,James,Cleveland Cavaliers,Orlando Magic,7,8,7,71,88,2000,
LeBron,James,Cleveland Cavaliers,New York Knicks,7,2,5,103,51,2014,
LeBron,James,Cleveland Cavaliers,Detroit Pistons,17,13,10,100,79,2018,
